playerID,year,stint,tmID,lgID,GP,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,dq,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ,MIN,PTS,ORB,DRB,AST,STL,BLK,TO,FGM,FGA,FTM,FTA,uPER,PER
friertr01w,5,0,SEA,WNBA,5,0,22,7,3,2,5,0,0,0,1,0,9,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,3,2,0,0,0,1,0,0,0,0,0.39545436570256104,0.39545436570256104
frohlli01w,3,0,NYL,WNBA,16,0,67,6,3,10,13,1,2,0,4,0,10,1,4,4,4,0,0,3,0,20,1,0,5,5,2,1,0,3,2,3,0,2,1,0,0,0,67,6,3,10,1,2,0,4,0,0,0,0,0.1507462461572767,0.1507462461572767
frohlli01w,4,0,NYL,WNBA,26,0,214,83,11,25,36,15,6,8,14,0,72,31,22,14,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,83,11,25,15,6,8,14,0,0,0,0,0.5289719378985076,0.5289719378985076
frohlli01w,7,0,IND,WNBA,20,0,169,66,14,21,35,9,5,0,13,0,68,26,8,6,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,66,14,21,9,5,0,13,0,0,0,0,0.49171594723574275,0.49171594723574275
frohlli01w,8,0,SAC,WNBA,10,0,51,14,2,7,9,2,1,1,12,0,13,4,4,4,3,2,0,1,0,8,3,0,1,1,0,1,0,1,3,3,1,2,1,0,0,0,51,14,2,7,2,1,1,12,0,0,0,0,0.18627447327951502,0.18627447327951502
futreca01w,5,0,CON,WNBA,20,0,144,42,7,12,19,10,5,1,7,0,38,11,16,13,17,7,0,2,0,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,144,42,7,12,10,5,1,7,0,0,0,0,0.4131944157503878,0.4131944157503878
gaithka01w,1,2,IND,WNBA,6,0,24,6,1,2,3,1,0,1,1,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,1,2,1,0,1,1,0,0,0,0,0.3458331892361712,0.3458331892361712
gaithka01w,1,1,UTA,WNBA,9,0,54,14,7,10,17,4,4,0,4,0,7,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,14,7,10,4,4,0,4,0,0,0,0,0.4796295408093442,0.4796295408093442
gaithka01w,3,1,LAS,WNBA,1,0,5,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,1,0,0,0,0,0.059999880000240015,0.059999880000240015
gaithka01w,3,2,WAS,WNBA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
garcibe01w,3,0,DET,WNBA,8,0,64,8,0,4,4,9,3,0,11,0,11,2,4,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,8,0,4,9,3,0,11,0,0,0,0,0.15937497509766013,0.15937497509766013
gardike01w,9,0,CON,WNBA,34,15,540,137,38,73,111,41,29,7,45,0,133,47,41,22,56,21,0,3,3,57,11,4,3,7,3,5,1,1,6,10,4,4,2,3,1,0,540,137,38,73,41,29,7,45,0,0,0,0,0.4027777703189302,0.4027777703189302
gardike01w,10,0,CON,WNBA,33,23,596,180,54,89,143,39,25,24,38,0,159,58,89,54,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,180,54,89,39,25,24,38,0,0,0,0,0.4941275084877935,0.4941275084877935
gardnan01w,3,0,UTA,WNBA,30,2,198,57,29,32,61,5,3,3,13,0,49,18,38,21,0,0,0,3,0,14,5,1,3,4,0,0,1,1,5,3,2,2,1,0,0,0,198,57,29,32,5,3,3,13,0,0,0,0,0.42878785713192635,0.42878785713192635
gardnan01w,9,0,WAS,WNBA,22,0,178,57,23,27,50,6,3,0,11,0,58,22,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,57,23,27,6,3,0,11,0,0,0,0,0.4449437952278766,0.4449437952278766
garnean01w,1,0,SEA,WNBA,32,19,560,101,43,55,98,25,27,10,43,0,116,38,38,24,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,101,43,55,25,27,10,43,0,0,0,0,0.2974999946875001,0.2974999946875001
gaydeco01w,1,0,ORL,WNBA,3,0,7,2,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,1,0,0,0,0,0,0,0,0.4285708163274053,0.4285708163274053
gearlka01w,8,0,SEA,WNBA,33,0,437,132,16,37,53,24,12,6,20,0,114,44,25,22,64,22,0,2,0,23,3,1,2,3,3,1,0,1,2,2,1,0,0,1,1,0,437,132,16,37,24,12,6,20,0,0,0,0,0.40343248504731155,0.40343248504731155
gearlka01w,9,0,SEA,WNBA,34,3,468,171,5,39,44,21,11,3,15,0,158,59,23,17,92,36,0,3,0,21,6,1,0,1,2,3,0,0,3,6,2,2,1,4,1,0,468,171,5,39,21,11,3,15,0,0,0,0,0.4405982811837974,0.4405982811837974
gearlka01w,10,0,SEA,WNBA,20,0,243,82,4,22,26,11,6,3,12,0,74,29,4,3,52,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,82,4,22,11,6,3,12,0,0,0,0,0.4090534811089102,0.4090534811089102
gibsoke01w,1,0,HOU,WNBA,17,0,76,24,4,8,12,2,1,0,4,0,19,7,8,7,7,3,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,76,24,4,8,2,1,0,4,0,0,0,0,0.37105258275623915,0.37105258275623915
gibsoke01w,2,0,HOU,WNBA,28,6,288,44,6,23,29,13,8,6,15,0,57,13,22,15,21,3,0,2,2,23,7,0,3,3,0,1,0,2,1,7,3,0,0,3,1,0,288,44,6,23,13,8,6,15,0,0,0,0,0.23298610302131587,0.23298610302131587
gibsoke01w,3,0,HOU,WNBA,29,2,276,60,3,17,20,14,8,7,21,0,55,21,6,4,36,14,0,2,0,22,10,3,1,4,0,0,0,1,3,8,4,0,0,3,2,0,276,60,3,17,14,8,7,21,0,0,0,0,0.27246375824406677,0.27246375824406677
gibsoke01w,4,0,HOU,WNBA,26,0,209,38,4,12,16,8,1,5,9,0,42,14,0,0,24,10,0,2,0,18,4,0,1,1,0,0,0,0,1,5,2,0,0,2,0,0,209,38,4,12,8,1,5,9,0,0,0,0,0.236363625054372,0.236363625054372
gilloje01w,1,0,PHO,WNBA,30,30,826,376,31,85,116,45,21,29,59,0,316,139,106,79,69,19,1,2,2,64,26,1,3,4,2,1,5,4,10,20,10,10,5,5,1,0,826,376,31,85,45,21,29,59,0,0,0,0,0.5559321966594166,0.5559321966594166
gilloje01w,2,0,PHO,WNBA,32,32,858,395,36,91,127,35,31,19,71,0,355,150,96,71,70,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858,395,36,91,35,31,19,71,0,0,0,0,0.5378787816098044,0.5378787816098044
gilloje01w,3,0,PHO,WNBA,31,31,874,473,36,80,116,37,29,21,61,0,400,166,131,105,93,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874,473,36,80,37,29,21,61,0,0,0,0,0.6272311141049073,0.6272311141049073
gilloje01w,4,0,LAS,WNBA,33,10,397,103,18,37,55,21,16,3,9,0,97,40,21,16,26,7,1,6,0,22,0,0,1,1,0,1,1,0,5,5,0,0,0,0,0,0,397,103,18,37,21,16,3,9,0,0,0,0,0.3972292091378033,0.3972292091378033
gilmous01w,1,0,IND,WNBA,4,0,21,2,3,2,5,2,0,0,4,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,3,2,2,0,0,4,0,0,0,0,0.1285713673469679,0.1285713673469679
gisseka01w,9,0,LAS,WNBA,2,0,14,0,2,0,2,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,1,0,0,0,0,0.02857140816327988,0.02857140816327988
givench01w,9,0,DET,WNBA,3,0,10,2,0,0,0,2,0,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,2,0,0,2,0,0,0,0,0.1999998000002,0.1999998000002
gomisem01w,7,0,NYL,WNBA,2,0,15,3,0,0,0,0,1,0,1,0,4,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,1,0,1,0,0,0,0,0.19999986666675557,0.19999986666675557
goodsad01w,1,0,UTA,WNBA,29,28,929,498,69,95,164,69,41,7,81,0,415,199,134,92,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929,498,69,95,69,41,7,81,0,0,0,0,0.6574811554630661,0.6574811554630661
goodsad01w,2,0,UTA,WNBA,28,25,854,343,66,86,152,58,27,0,75,0,319,138,89,62,31,5,0,2,2,71,31,6,10,16,3,3,2,4,7,29,13,9,5,4,0,0,854,343,66,86,58,27,0,75,0,0,0,0,0.4976580737979148,0.4976580737979148
goodsad01w,3,0,UTA,WNBA,32,32,1101,503,91,90,181,67,45,6,102,0,419,189,157,117,28,8,0,5,5,190,72,9,18,27,8,7,0,21,11,74,29,17,12,7,2,0,1101,503,91,90,67,45,6,102,0,0,0,0,0.5537692956060918,0.5537692956060918
goodsad01w,4,0,SAS,WNBA,33,32,969,371,74,111,185,71,24,6,85,0,357,141,102,81,36,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969,371,74,111,71,24,6,85,0,0,0,0,0.48720329734568324,0.48720329734568324
goodsad01w,5,0,SAS,WNBA,34,34,1068,372,89,146,235,60,28,2,67,0,317,142,102,84,16,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068,372,89,146,60,28,2,67,0,0,0,0,0.46919475216109785,0.46919475216109785
goodsad01w,6,2,CHA,WNBA,10,0,215,70,17,18,35,6,3,1,18,0,71,30,15,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,70,17,18,6,3,1,18,0,0,0,0,0.36883719214710736,0.36883719214710736
goodsad01w,6,1,HOU,WNBA,23,0,271,72,16,20,36,15,8,0,16,0,73,29,21,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,72,16,20,15,8,0,16,0,0,0,0,0.35498153671654853,0.35498153671654853
goringi01w,8,0,WAS,WNBA,21,0,156,54,16,25,41,3,5,12,4,0,45,19,21,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,54,16,25,3,5,12,4,0,0,0,0,0.5685897071416854,0.5685897071416854
gortmsh01w,3,0,MIN,WNBA,29,2,369,91,16,45,61,21,13,6,25,0,97,35,9,7,43,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,91,16,45,21,13,6,25,0,0,0,0,0.35420053240648963,0.35420053240648963
gortmsh01w,4,0,MIN,WNBA,25,0,200,50,9,23,32,14,11,1,20,0,49,21,4,3,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,50,9,23,14,11,1,20,0,0,0,0,0.3459999827000008,0.3459999827000008
gortmsh01w,5,0,WAS,WNBA,4,0,24,0,0,4,4,2,0,1,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,0,0,4,2,0,1,2,0,0,0,0,0.09166662847223815,0.09166662847223815
gortmsh01w,7,0,SEA,WNBA,20,0,265,56,9,39,48,17,11,2,25,0,55,20,18,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,56,9,39,17,11,2,25,0,0,0,0,0.29811319629761523,0.29811319629761523
granter01w,8,0,HOU,WNBA,17,2,211,25,7,12,19,37,7,0,11,0,23,9,10,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,25,7,12,37,7,0,11,0,0,0,0,0.31516586184048045,0.31516586184048045
grecomi01w,5,0,SEA,WNBA,13,0,73,29,3,7,10,8,3,0,8,0,18,10,13,9,2,0,0,4,0,6,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,73,29,3,7,8,3,0,8,0,0,0,0,0.49589034302872015,0.49589034302872015
greenci01w,7,0,SEA,WNBA,5,0,24,2,2,6,8,0,0,0,0,0,7,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,2,6,0,0,0,0,0,0,0,0,0.21666657638892647,0.21666657638892647
grginve01w,1,0,LAS,WNBA,18,0,183,49,9,14,23,12,3,1,14,0,62,17,23,14,17,1,0,3,0,7,2,0,3,3,1,1,0,2,0,2,1,2,0,1,0,0,183,49,9,14,12,3,1,14,0,0,0,0,0.3360655554062538,0.3360655554062538
grginve01w,2,0,LAS,WNBA,24,7,223,71,13,22,35,12,4,1,15,0,65,28,14,9,19,6,0,4,0,7,4,0,1,1,0,0,0,0,0,3,1,2,2,1,0,0,223,71,13,22,12,4,1,15,0,0,0,0,0.3977578296969583,0.3977578296969583
grginve01w,3,0,LAS,WNBA,12,0,79,31,3,5,8,1,1,0,8,0,31,12,3,2,12,5,0,1,0,5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,79,31,3,5,1,1,0,8,0,0,0,0,0.36202527062971257,0.36202527062971257
griffyo01w,1,0,SAC,WNBA,32,32,1026,523,148,183,331,47,83,61,82,0,361,193,194,137,0,0,1,2,2,78,29,6,18,24,2,1,1,4,4,23,12,8,5,0,0,0,1026,523,148,183,47,83,61,82,0,0,0,0,0.7704678287478769,0.7704678287478769
griffyo01w,2,0,SAC,WNBA,32,31,1077,518,162,195,357,54,63,37,75,0,368,192,186,134,0,0,1,5,5,181,106,18,26,44,7,8,6,11,18,67,32,55,42,0,0,0,1077,518,162,195,54,63,37,75,0,0,0,0,0.7139275699728174,0.7139275699728174
griffyo01w,3,0,SAC,WNBA,17,17,577,288,66,82,148,19,16,13,45,0,179,93,127,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,577,288,66,82,19,16,13,45,0,0,0,0,0.6270363842801321,0.6270363842801321
griffyo01w,4,0,SAC,WNBA,34,34,1015,469,92,156,248,46,57,39,75,0,332,161,190,147,2,0,3,6,6,200,103,19,34,53,7,7,6,12,16,67,36,34,31,0,0,0,1015,469,92,156,46,57,39,75,0,0,0,0,0.6376354616981728,0.6376354616981728
griffyo01w,5,0,SAC,WNBA,34,34,1031,494,122,124,246,42,75,41,59,0,341,177,186,140,1,0,2,6,6,204,82,20,29,49,8,12,6,12,15,63,31,24,20,0,0,0,1031,494,122,124,42,75,41,59,0,0,0,0,0.694083407428871,0.694083407428871
griffyo01w,6,0,SAC,WNBA,34,33,962,469,87,136,223,52,42,31,68,0,357,173,174,123,0,0,0,8,8,246,138,27,39,66,11,10,4,10,20,108,53,45,32,0,0,0,962,469,87,136,52,42,31,68,0,0,0,0,0.6524947957121122,0.6524947957121122
griffyo01w,7,0,SAC,WNBA,34,34,854,407,87,132,219,56,44,16,66,0,293,134,185,139,1,0,0,9,9,237,133,28,36,64,16,10,5,10,23,97,47,51,39,0,0,0,854,407,87,132,56,44,16,66,0,0,0,0,0.6528102968055001,0.6528102968055001
griffyo01w,8,0,SAC,WNBA,32,32,738,289,63,84,147,47,33,12,65,0,213,107,114,75,0,0,1,3,3,71,26,8,10,18,1,2,1,7,6,22,9,9,8,0,0,0,738,289,63,84,47,33,12,65,0,0,0,0,0.522086713792863,0.522086713792863
griffyo01w,9,0,SEA,WNBA,30,30,658,217,77,112,189,45,43,17,51,0,145,67,128,83,0,0,1,3,3,87,13,6,13,19,5,9,4,5,16,14,3,8,7,0,0,0,658,217,77,112,45,43,17,51,0,0,0,0,0.5448328184675864,0.5448328184675864
griffyo01w,10,0,IND,WNBA,3,0,41,19,4,3,7,0,0,2,3,0,12,6,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,19,4,3,0,0,2,3,0,0,0,0,0.5292681635931308,0.5292681635931308
groomla01w,1,0,SAC,WNBA,30,3,401,124,27,17,44,13,10,3,21,0,88,39,61,46,1,0,0,2,0,23,3,2,0,2,0,0,0,1,3,2,1,1,1,0,0,0,401,124,27,17,13,10,3,21,0,0,0,0,0.3815461251484757,0.3815461251484757
groomla01w,2,0,SAC,WNBA,31,0,543,141,32,46,78,38,15,10,25,0,114,49,58,43,0,0,0,5,0,31,9,1,3,4,1,0,0,3,3,7,2,6,5,0,0,0,543,141,32,46,38,15,10,25,0,0,0,0,0.396316751449047,0.396316751449047
groomla01w,3,0,SAC,WNBA,32,26,850,227,38,61,99,39,21,8,46,0,181,78,83,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,227,38,61,39,21,8,46,0,0,0,0,0.3457647018145329,0.3457647018145329
groomla01w,4,0,SAC,WNBA,34,9,470,111,15,31,46,29,17,5,21,0,112,45,26,21,1,0,0,6,0,65,15,2,3,5,3,1,0,1,3,12,7,2,1,0,0,0,470,111,15,31,29,17,5,21,0,0,0,0,0.3421276522951564,0.3421276522951564
groomla01w,5,0,SAC,WNBA,28,0,235,49,10,8,18,11,7,2,2,0,66,19,12,11,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,235,49,10,8,11,7,2,2,0,0,0,0,0.3251063691444098,0.3251063691444098
grubigo01w,1,0,IND,WNBA,29,20,720,239,20,56,76,63,31,0,60,0,239,90,40,31,91,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,239,20,56,63,31,0,60,0,0,0,0,0.4219444385841051,0.4219444385841051
grubigo01w,2,0,IND,WNBA,27,9,481,170,18,31,49,33,7,0,34,0,167,62,39,29,58,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,170,18,31,33,7,0,34,0,0,0,0,0.4114345028807796,0.4114345028807796
grubigo01w,3,0,PHO,WNBA,32,31,859,317,16,48,64,104,36,3,58,0,297,114,79,60,92,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,317,16,48,104,36,3,58,0,0,0,0,0.4977881199326179,0.4977881199326179
grubigo01w,5,0,HOU,WNBA,5,0,24,2,0,1,1,0,0,0,3,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,1,0,0,0,3,0,0,0,0,-0.02916665451389396,-0.02916665451389396
grubigo01w,6,0,LAS,WNBA,9,0,41,1,1,5,6,5,1,0,2,0,8,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,1,5,5,1,0,2,0,0,0,0,0.17560971326592356,0.17560971326592356
grudasa01w,9,0,CON,WNBA,31,1,476,193,44,66,110,28,19,26,41,0,178,81,57,31,0,0,0,3,0,27,8,0,4,4,1,1,0,4,2,7,4,0,0,0,0,0,476,193,44,66,28,19,26,41,0,0,0,0,0.5789915844749668,0.5789915844749668
grudasa01w,10,0,CON,WNBA,26,25,810,350,66,99,165,35,23,41,68,0,323,151,86,48,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,350,66,99,35,23,41,68,0,0,0,0,0.5640740671101967,0.5640740671101967
hairska01w,8,0,CON,WNBA,17,0,148,32,14,16,30,6,7,0,9,0,41,10,12,9,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,32,14,16,6,7,0,9,0,0,0,0,0.3418918687910899,0.3418918687910899
hallam01w,3,0,POR,WNBA,20,0,104,30,8,18,26,1,7,1,12,0,24,11,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,30,8,18,1,7,1,12,0,0,0,0,0.3653845802514827,0.3653845802514827
hallvi01w,1,0,CLE,WNBA,32,10,577,150,24,68,92,24,17,8,25,0,158,59,34,22,42,10,0,6,1,69,21,5,10,15,4,0,1,2,4,24,10,1,0,5,1,0,577,150,24,68,24,17,8,25,0,0,0,0,0.36603118949685987,0.36603118949685987
hallvi01w,2,1,CLE,WNBA,14,6,225,65,10,23,33,9,1,5,11,0,66,27,8,4,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,65,10,23,9,1,5,11,0,0,0,0,0.3684444280691366,0.3684444280691366
hallvi01w,2,2,IND,WNBA,13,0,123,36,5,11,16,4,4,0,7,0,34,14,14,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,36,5,11,4,4,0,7,0,0,0,0,0.3560975320245909,0.3560975320245909
hallvi01w,3,0,LAS,WNBA,3,0,19,7,1,1,2,1,1,0,1,0,4,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,1,1,1,1,0,1,0,0,0,0,0.4736839612189678,0.4736839612189678
hammobe01w,1,0,NYL,WNBA,32,16,835,351,19,45,64,58,29,1,62,0,252,119,69,61,141,52,0,7,7,206,66,5,5,10,15,9,0,17,10,49,21,19,17,23,7,0,835,351,19,45,58,29,1,62,0,0,0,0,0.48359280857972686,0.48359280857972686
hammobe01w,2,0,NYL,WNBA,32,0,619,262,10,42,52,51,27,1,48,0,197,90,51,40,111,42,0,6,0,48,15,0,3,3,2,1,0,3,3,17,6,0,0,10,3,0,619,262,10,42,51,27,1,48,0,0,0,0,0.5050080693859763,0.5050080693859763
hammobe01w,3,0,NYL,WNBA,32,1,659,256,18,50,68,54,25,0,55,0,197,87,56,38,114,44,0,8,0,183,79,2,15,17,16,5,0,11,12,54,29,8,7,33,14,0,659,256,18,50,54,25,0,55,0,0,0,0,0.46676782296255204,0.46676782296255204
hammobe01w,4,0,NYL,WNBA,11,2,257,162,1,20,21,18,10,1,27,0,87,50,41,39,49,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,162,1,20,18,10,1,27,0,0,0,0,0.6642023087859024,0.6642023087859024
hammobe01w,5,0,NYL,WNBA,34,34,1130,460,17,101,118,150,58,2,118,0,354,153,116,97,170,57,0,5,5,178,53,3,10,13,17,6,0,19,12,51,20,5,2,33,11,0,1130,460,17,101,150,58,2,118,0,0,0,0,0.5258407033111443,0.5258407033111443
hammobe01w,6,0,NYL,WNBA,34,34,1180,473,20,94,114,146,60,2,107,0,336,145,131,118,178,65,0,2,2,76,23,0,7,7,4,0,0,10,8,20,9,3,3,7,2,1,1180,473,20,94,146,60,2,107,0,0,0,0,0.5222033854050561,0.5222033854050561
hammobe01w,7,0,NYL,WNBA,22,20,674,323,6,60,66,81,29,3,65,0,252,107,75,72,108,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,323,6,60,81,29,3,65,0,0,0,0,0.5833827806619766,0.5833827806619766
hammobe01w,8,0,SAS,WNBA,28,27,934,527,8,69,77,140,23,5,114,0,402,179,102,95,183,74,0,5,5,175,104,5,9,14,25,6,1,16,13,92,38,10,8,45,20,1,934,527,8,69,140,23,5,114,0,0,0,0,0.6502141258007054,0.6502141258007054
hammobe01w,9,0,SAS,WNBA,33,33,1101,582,13,78,91,161,43,7,104,0,438,171,174,163,220,77,0,9,9,331,163,2,19,21,41,9,5,31,14,107,45,57,51,48,22,0,1101,582,13,78,161,43,7,104,0,0,0,0,0.6553133455466544,0.6553133455466544
hammobe01w,10,0,SAS,WNBA,31,31,1049,604,25,78,103,156,49,12,111,0,447,200,142,128,206,76,0,3,3,101,55,0,8,8,6,5,0,7,4,41,19,10,9,21,8,0,1049,604,25,78,156,49,12,111,0,0,0,0,0.7158245880283642,0.7158245880283642
hamzoro01w,1,0,ORL,WNBA,15,0,43,7,1,2,3,5,5,0,4,0,11,2,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,7,1,2,5,5,0,4,0,0,0,0,0.3325580621957995,0.3325580621957995
hardili01w,8,0,MIN,WNBA,20,20,602,233,15,72,87,78,20,6,47,0,243,86,78,53,35,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,233,15,72,78,20,6,47,0,0,0,0,0.5350498249991724,0.5350498249991724
hardili01w,9,0,MIN,WNBA,24,11,591,154,9,47,56,76,27,4,55,0,139,51,72,50,25,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591,154,9,47,76,27,4,55,0,0,0,0,0.3830795197448474,0.3830795197448474
hardili01w,10,0,WAS,WNBA,34,34,1194,435,24,111,135,154,43,13,101,0,375,163,119,89,62,20,1,2,2,81,21,1,4,5,8,3,0,10,6,26,10,1,1,3,0,0,1194,435,24,111,154,43,13,101,0,0,0,0,0.49757118511246917,0.49757118511246917
harpela01w,9,0,SAC,WNBA,34,1,560,188,68,69,137,12,15,20,48,0,135,64,103,60,0,0,0,3,0,42,9,5,4,9,2,2,1,10,11,8,3,6,3,0,0,0,560,188,68,69,12,15,20,48,0,0,0,0,0.45589284900191346,0.45589284900191346
harpela01w,10,0,SAC,WNBA,33,11,460,150,54,59,113,20,13,22,42,0,116,45,82,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,150,54,59,20,13,22,42,0,0,0,0,0.47499998967391327,0.47499998967391327
harrido01w,1,0,IND,WNBA,8,0,67,8,4,5,9,5,2,1,11,0,6,1,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,8,4,5,5,2,1,11,0,0,0,0,0.13880594943194785,0.13880594943194785
harrili01w,1,0,PHO,WNBA,31,20,750,200,38,83,121,36,30,4,22,0,154,81,37,30,12,8,0,2,2,68,26,4,7,11,10,3,0,3,5,17,12,2,2,2,0,0,750,200,38,83,36,30,4,22,0,0,0,0,0.399333328008889,0.399333328008889
harrili01w,2,0,PHO,WNBA,32,32,915,246,39,100,139,52,39,1,49,0,223,96,59,51,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915,246,39,100,52,39,1,49,0,0,0,0,0.37846994121890776,0.37846994121890776
harrili01w,3,0,PHO,WNBA,32,28,899,262,43,83,126,40,31,3,45,0,242,120,23,20,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899,262,43,83,40,31,3,45,0,0,0,0,0.3848720758078746,0.3848720758078746
harrili01w,4,0,PHO,WNBA,33,33,838,183,42,76,118,36,29,6,34,0,179,74,51,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838,183,42,76,36,29,6,34,0,0,0,0,0.32482099851048934,0.32482099851048934
