playerID,pos,height,weight,birthDate
reedbr01w,4,73.0,168,1977-02-17
reedch01w,4,73.0,165,1989-03-28
reedmi01w,1,71.0,165,1973-05-24
reevech99wc,0,0.0,0,0000-00-00
reidtr01w,4,71.0,150,1976-11-01
reissta01w,1,66.0,129,1970-04-02
resska01w,4,76.0,194,1985-06-26
reynoch01w,4,74.0,180,1972-02-08
richano99wc,0,0.0,0,0000-00-00
rileyan01w,1,65.0,136,1988-07-22
rileyru01w,5,77.0,198,1979-08-28
rizzoje01w,1,66.0,146,1974-05-15
roberav01w,1,69.0,145,1970-01-29
roberny01w,5,75.0,209,1976-03-10
robertr99w,0,0.0,0,0000-00-00
robinas01w,5,76.0,180,1982-08-12
robincr01w,2,71.0,155,1974-01-22
robinda01w,1,69.0,125,1989-05-10
robinre01w,1,71.0,166,1978-06-15
robinsc01w,1,71.0,155,1983-01-09
rolanja01w,2,73.0,167,1975-02-03
rollitr01w,0,0.0,0,0000-00-00
rossad01w,1,68.0,142,1984-11-23
rossca99wc,0,0.0,0,0000-00-00
rothsro99w,0,0.0,0,0000-00-00
rouilni01w,1,67.0,130,1970-01-23
roundsa01w,1,67.0,145,1976-10-04
roussju99w,0,0.0,0,0000-00-00
ruffje01w,2,71.0,140,1974-09-12
rushle01w,4,73.0,175,1984-10-25
ryankr01w,4,71.0,150,1972-11-19
rycraeu01w,5,75.0,175,1968-12-06
salesny01w,2,72.0,184,1976-05-10
sampsch01w,1,71.0,175,1974-09-01
sampsto01w,1,70.0,0,1972-03-02
samsh01w,2,72.0,160,1974-05-05
sanchis01w,1,70.0,152,1976-11-28
sandeam01w,1,71.0,156,1983-06-05
sandish01w,1,72.0,145,1969-01-22
sanfona01w,3,76.0,200,1976-05-10
sanniol01w,5,74.0,0,1986-08-21
santoal01w,5,77.0,181,1973-12-02
santoke01w,4,75.0,188,1979-11-10
sarenra01w,5,78.0,222,1974-06-27
sauerpa01w,5,76.0,203,1977-12-08
saundja01w,4,71.0,145,1979-08-21
saureau01w,1,70.0,163,1976-10-31
savasla01w,1,68.0,134,1974-03-18
schumke01w,5,77.0,183,1977-10-14
schwege01w,2,72.0,160,1979-01-31
scottol01w,5,74.0,175,1976-08-05
scottra01w,4,75.0,169,1975-08-12
shakiel01w,3,75.0,190,1970-06-02
sharpkb01w,1,69.0,145,1981-04-18
sharpli99w,0,0.0,0,0000-00-00
sheetsh01w,1,66.0,130,1975-08-15
shegoch01w,5,77.0,0,1990-02-22
shielas01w,1,70.0,155,1985-07-15
shudlca01w,5,72.0,0,1972-05-13
shulead01w,1,66.0,153,1969-04-24
shumajo01w,0,0.0,0,0000-00-00
simondy01w,1,65.0,137,1989-09-29
simpsda01w,4,75.0,160,1969-04-11
slaisma01w,1,68.0,173,1973-08-23
slauggw01w,4,75.0,181,1980-07-01
slavtge01w,1,73.0,160,1979-10-20
smithai01w,4,74.0,173,1980-07-18
smithbr01w,3,75.0,195,1984-04-30
smithch01w,1,67.0,140,1975-08-14
smithch02w,4,70.0,145,1975-05-02
smithch03w,1,72.0,148,1973-08-23
smithcr01w,1,66.0,121,1984-03-12
smithje01w,5,75.0,198,1982-04-10
smithka01w,2,71.0,174,1974-06-04
smithki01w,4,73.0,158,1984-05-07
smithla01w,1,67.0,150,1974-02-06
smithta01w,3,76.0,160,1977-04-01
smithty01w,4,72.0,0,1985-04-21
smithwa01w,1,71.0,175,1985-07-09
snellbe01w,1,69.0,170,1981-10-01
snowmi01w,5,77.0,158,1980-03-20
sobrale01w,4,73.0,183,1974-11-22
sobrama01w,5,75.0,163,1964-03-23
spencsi01w,1,75.0,183,1985-03-07
spornra01w,4,74.0,150,1968-05-26
stafftr01w,4,73.0,180,1970-11-11
staleda01w,1,66.0,134,1970-05-04
stanlma99w,0,0.0,0,0000-00-00
stansti01w,3,75.0,183,1983-01-16
starbka01w,1,73.0,153,1975-07-30
stedika01w,2,72.0,173,1967-12-11
stepama01w,5,80.0,187,1979-02-23
stephre01w,1,71.0,160,1969-12-28
stephst01w,5,76.0,205,1982-01-21
sterkca01w,4,74.0,170,0000-00-00
stevema01w,3,75.0,166,1982-02-04
stileja01w,1,68.0,144,1978-12-21
stillva01w,3,73.0,151,1961-05-14
stinsan01w,1,70.0,158,1967-11-25
stiresh01w,4,71.0,208,1972-05-21
stockta01w,3,74.0,165,1979-01-29
streiju01w,4,74.0,165,1972-05-14
stricsh01w,2,74.0,178,1990-07-30
strotan01w,2,75.0,166,1983-12-11
suberto01w,1,67.0,137,1974-11-23
summela01w,5,74.0,167,1983-12-13
sun-mju01w,5,73.0,168,1974-10-12
suttota01w,5,76.0,199,1978-01-27
swanike01w,1,67.0,144,1986-08-10
swoopsh01w,2,72.0,145,1971-03-25
swordca01w,5,78.0,210,1989-07-19
sykesap01w,2,72.0,0,1990-07-30
tatede01w,1,68.0,150,1966-05-13
tateso01w,1,66.0,157,1971-09-07
tauradi01w,2,72.0,172,1982-06-11
taylode99w,0,0.0,0,0000-00-00
tayloli01w,5,80.0,200,1981-05-20
taylope01w,4,73.0,168,1981-05-24
teaslni01w,1,72.0,169,1979-03-22
teilaza01w,5,79.0,170,1983-09-24
terryka01w,3,75.0,183,1983-10-21
thibami99w,0,0.0,0,0000-00-00
thirdtr01w,4,71.0,160,1968-02-27
thomaca01w,4,75.0,200,1985-10-31
thomach01w,5,75.0,185,1982-08-14
thomaja01w,1,69.0,145,1989-09-30
thomakr01w,5,77.0,195,1989-06-10
thomala01w,4,74.0,165,1981-07-06
thomast01w,4,70.0,154,1978-08-29
thompal01w,4,73.0,180,1976-06-30
thompam01w,4,73.0,170,1987-11-18
thompka99w,0,0.0,0,0000-00-00
thomppa01w,4,73.0,193,1975-01-16
thompsh01w,0,0.0,0,0000-00-00
thompti01w,4,74.0,178,1975-02-10
thorbsh01w,1,69.0,149,1982-08-07
thorner01w,1,70.0,150,1981-05-19
threaro01w,1,67.0,150,1970-07-01
tilliic01w,3,77.0,165,1981-12-06
timmsmi01w,1,67.0,132,1965-06-28
tolerpe01w,1,68.0,132,1966-03-24
tolivkr01w,1,67.0,130,1987-01-27
torniel01w,4,73.0,160,1965-05-27
torrele01w,5,75.0,171,1978-04-06
traviti01w,2,71.0,145,1978-03-20
tremich01w,1,66.0,142,1969-10-20
tricetr01w,3,74.0,180,1965-08-04
tunsine01w,2,73.0,170,1970-08-22
turneba01w,2,72.0,172,1984-06-08
tutermo01w,1,72.0,155,1975-08-25
tuvicsl01w,5,76.0,194,1977-09-19
tzekopo01w,5,76.0,189,1968-04-30
udokamf01w,4,72.0,187,1976-06-16
ujhelpe01w,3,76.0,200,1980-12-17
umoh-it01w,1,67.0,140,1977-02-21
valdeam01w,4,73.0,160,1976-08-18
vandeco01w,1,68.0,130,1989-02-08
vandehe99w,0,0.0,0,0000-00-00
vanemal01w,4,75.0,175,1968-04-14
vangomi01w,5,78.0,187,1977-05-10
vaughki01w,5,76.0,208,1987-01-24
vaughkr01w,4,73.0,160,1986-09-08
vealkr01w,1,70.0,150,1981-07-24
veselja01w,4,75.0,195,1983-12-31
vidicbo01w,1,69.0,133,1973-01-07
viglida01w,1,70.0,157,1975-03-07
vilipda01w,3,76.0,207,1975-03-30
vodicka01w,3,76.0,190,1972-12-19
vodopna01w,4,75.0,181,1981-04-06
voigtka01w,1,73.0,162,1975-04-07
vukadmi01w,1,73.0,150,1968-11-18
walkeas01w,3,73.0,200,1987-02-24
walkeay01w,4,75.0,142,1979-09-10
walkeda01w,0,0.0,0,0000-00-00
walkede01w,4,75.0,168,1977-11-28
walkema01w,5,75.0,253,1986-10-17
walsema01w,4,74.0,184,1978-10-28
wardvo01w,5,78.0,170,1973-03-16
warleav01w,5,75.0,0,1987-05-17
washico01w,1,66.0,138,1971-01-17
washito01w,4,71.0,160,1977-12-30
wautean01w,5,76.0,193,1980-10-12
weathte01w,1,68.0,161,1965-12-08
webbum01w,2,70.0,162,1975-06-26
weberma01w,5,77.0,200,1982-06-01
weckeke01w,4,73.0,172,1982-12-16
weisery99w,0,0.0,0,0000-00-00
westhpa99w,0,0.0,0,0000-00-00
whaleli01w,1,68.0,150,1982-05-09
whisejo99w,0,0.0,0,0000-00-00
whitede01w,4,71.0,180,1980-04-03
whiteer01w,1,63.0,135,1986-08-26
whiteta01w,1,67.0,154,1982-09-27
whitiva01w,3,74.0,199,1972-04-09
whitmta01w,4,74.0,190,1977-06-05
whittje01w,5,77.0,176,1973-09-05
whittkh01w,4,73.0,185,1986-08-05
wickssu01w,4,75.0,191,1966-11-26
widemja01w,1,66.0,135,1975-10-16
wiggica01w,1,71.0,154,1987-02-14
wilkeda01w,1,65.0,121,1969-02-27
wilkibr01w,5,75.0,185,1983-06-15
williad01w,3,77.0,170,1977-02-15
willian01w,1,72.0,149,1983-07-21
willibe01w,1,69.0,145,1965-11-09
willide01w,1,68.0,160,1972-09-23
willifr99w,0,0.0,0,0000-00-00
willigr99w,0,0.0,0,0000-00-00
williki01w,1,66.0,136,1974-10-14
willile01w,4,72.0,200,1981-02-10
willile02w,2,71.0,155,1979-07-04
willili01w,1,71.0,170,1984-06-13
willina01w,3,74.0,210,1970-11-30
williri01w,1,66.0,135,1976-01-14
williri02w,1,67.0,165,1990-05-28
willisa01w,2,72.0,0,1973-09-24
willish01w,1,66.0,135,1980-04-14
willita01w,1,71.0,170,1974-07-23
willito01w,1,68.0,138,1982-01-11
williwe01w,1,67.0,141,1978-11-18
wilsoam01w,4,71.0,176,1977-02-06
wintebr01w,0,0.0,0,0000-00-00
wirthch01w,4,73.0,185,1987-04-18
wisdoli01w,4,74.0,186,1986-05-26
witheso01w,1,70.0,145,1969-07-06
wojtaju01w,2,72.0,175,1989-04-09
wolteka01w,5,79.0,227,1975-08-15
wolvean01w,3,75.0,205,1978-12-08
woodaly01w,1,72.0,160,1959-08-12
woodki01w,5,76.0,0,1972-09-16
woolror01w,0,0.0,0,0000-00-00
wooslti01w,1,67.0,132,1973-04-04
wrighfa01w,1,66.0,130,1973-01-28
wrighmo01w,1,71.0,178,1988-07-15
wrighsh01w,4,70.0,155,1981-09-21
wrighta01w,1,71.0,165,1983-11-20
wyckobr01w,4,73.0,183,1980-03-30
wynneda01w,4,74.0,175,1975-02-02
yamasli01w,1,73.0,190,1980-06-02
yasenco01w,1,72.0,160,1973-12-05
yilmane01w,3,76.0,193,1980-06-06
youngca01w,1,69.0,175,1969-07-28
youngso01w,4,73.0,165,1983-12-15
youngta01w,4,74.0,166,1986-10-30
zakalok01w,5,78.0,174,1977-12-18
zarafr01w,1,70.0,146,1976-12-08
zellosh01w,1,70.0,155,1986-08-28
zhengha01w,5,80.0,254,1967-03-07
zierddo99w,0,0.0,0,0000-00-00
zirkozu01w,1,69.0,145,1980-06-06
zollsh01w,1,67.0,148,1986-07-11
