playerID,year,stint,tmID,GP,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,dq,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ,num_awards
dillata01w,4,0,SAS,26.12,15.6,604.13,208.08,28.55,61.69,90.24,47.04,23.71,11.16,42.62,55.83,178.36,75.29,57.52,43.31,41.07,14.19,0.53,1.78,1.11,44.72,16.41,2.01,4.64,6.66,3.96,1.6,0.72,2.72,3.83,13.91,6.03,4.09,3.11,3.47,1.23,0.02,0.05
dillata01w,5,0,SAS,24.0,0.0,168.0,41.0,1.0,14.0,15.0,15.0,7.0,4.0,14.0,22.0,65.0,16.0,6.0,5.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dillata01w,6,0,SAS,23.0,0.0,205.0,37.0,2.0,12.0,14.0,19.0,4.0,1.0,14.0,18.0,54.0,16.0,1.0,0.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dixonta01w,2,0,LAS,31.0,31.0,882.0,338.0,34.0,71.0,105.0,96.0,40.0,10.0,60.0,86.0,291.0,132.0,77.0,62.0,34.0,12.0,0.0,4.0,4.0,127.0,47.0,4.0,7.0,11.0,16.0,3.0,0.0,8.0,12.0,46.0,17.0,9.0,8.0,10.0,5.0,0.0,0.0
dixonta01w,3,0,LAS,29.0,29.0,925.0,340.0,19.0,66.0,85.0,114.0,27.0,2.0,71.0,52.0,319.0,133.0,86.0,68.0,34.0,6.0,2.0,7.0,7.0,253.0,95.0,5.0,12.0,17.0,29.0,9.0,2.0,20.0,14.0,83.0,40.0,11.0,9.0,13.0,6.0,0.0,0.0
dixonta01w,4,0,LAS,30.0,30.0,958.0,319.0,18.0,74.0,92.0,119.0,28.0,5.0,82.0,74.0,320.0,125.0,59.0,49.0,57.0,20.0,2.0,5.0,4.0,147.0,61.0,2.0,18.0,20.0,17.0,12.0,0.0,13.0,15.0,44.0,25.0,10.0,9.0,4.0,2.0,1.0,0.0
dixonta01w,5,0,LAS,30.0,30.0,1042.0,412.0,41.0,85.0,126.0,89.0,35.0,10.0,69.0,83.0,364.0,159.0,94.0,83.0,52.0,11.0,0.0,9.0,9.0,316.0,110.0,8.0,21.0,29.0,29.0,14.0,2.0,11.0,27.0,94.0,40.0,27.0,26.0,12.0,4.0,0.0,0.0
dixonta01w,6,0,LAS,32.0,21.0,913.0,311.0,32.0,78.0,110.0,112.0,36.0,1.0,71.0,86.0,269.0,119.0,87.0,68.0,11.0,5.0,0.0,3.0,3.0,100.0,31.0,4.0,13.0,17.0,9.0,2.0,0.0,10.0,12.0,30.0,12.0,8.0,7.0,0.0,0.0,1.0,0.0
dixonta01w,7,0,HOU,30.0,23.0,607.0,160.0,24.0,43.0,67.0,77.0,24.0,2.0,40.0,73.0,154.0,63.0,40.0,34.0,5.0,0.0,0.0,2.0,1.0,12.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
dixonta01w,8,0,HOU,23.0,14.0,591.0,162.0,19.0,41.0,60.0,54.0,13.0,2.0,58.0,63.0,171.0,69.0,28.0,23.0,9.0,1.0,1.0,2.0,0.0,44.0,11.0,1.0,7.0,8.0,5.0,0.0,0.0,4.0,1.0,11.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0
dixonta01w,9,0,HOU,18.0,0.0,490.0,216.0,12.0,45.0,57.0,57.0,24.0,6.0,38.0,42.0,205.0,90.0,36.0,31.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dixonta01w,10,0,IND,24.0,20.0,634.0,216.0,23.0,53.0,76.0,44.0,25.0,3.0,48.0,63.0,221.0,89.0,42.0,36.0,13.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
donapbe01w,4,0,NYL,26.12,15.6,604.13,208.08,28.55,61.69,90.24,47.04,23.71,11.16,42.62,55.83,178.36,75.29,57.52,43.31,41.07,14.19,0.53,1.78,1.11,44.72,16.41,2.01,4.64,6.66,3.96,1.6,0.72,2.72,3.83,13.91,6.03,4.09,3.11,3.47,1.23,0.02,0.05
donapbe01w,5,0,NYL,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
doronsh01w,8,0,NYL,27.63,15.03,590.39,224.03,29.59,68.73,98.32,47.71,23.73,9.81,43.11,57.02,190.87,81.15,62.0,47.06,43.3,14.66,0.41,2.11,1.27,47.78,17.62,2.66,5.57,8.24,3.76,1.55,0.91,3.1,4.73,15.76,6.45,4.92,3.58,3.32,1.13,0.03,0.1
dossaci01w,2,0,ORL,32.0,31.0,820.0,228.0,35.0,89.0,124.0,38.0,16.0,63.0,54.0,111.0,222.0,94.0,57.0,40.0,1.0,0.0,2.0,3.0,3.0,82.0,18.0,3.0,5.0,8.0,3.0,2.0,7.0,5.0,9.0,16.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0
dossaci01w,3,0,ORL,10.0,0.0,65.0,19.0,1.0,5.0,6.0,2.0,3.0,5.0,7.0,18.0,19.0,7.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
douglka01w,2,0,ORL,27.47,15.65,612.86,211.84,30.0,62.37,92.37,47.2,24.88,10.88,46.06,62.03,178.46,77.47,60.54,44.63,37.18,12.27,0.68,1.69,0.94,39.12,12.03,2.0,4.03,6.03,2.86,1.51,0.62,2.58,3.48,10.52,4.54,2.79,2.14,2.45,0.81,0.03,0.02
douglka01w,3,0,ORL,22.0,0.0,439.0,154.0,16.0,35.0,51.0,39.0,37.0,7.0,44.0,34.0,141.0,51.0,47.0,34.0,57.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
douglka01w,4,0,CON,32.0,30.0,830.0,271.0,41.0,94.0,135.0,53.0,49.0,13.0,42.0,66.0,205.0,92.0,67.0,58.0,79.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
douglka01w,5,0,CON,28.0,27.0,843.0,336.0,33.0,73.0,106.0,56.0,31.0,11.0,28.0,38.0,274.0,120.0,68.0,49.0,123.0,47.0,0.0,4.0,4.0,126.0,29.0,2.0,8.0,10.0,12.0,3.0,1.0,1.0,9.0,30.0,10.0,7.0,6.0,12.0,3.0,0.0,0.0
douglka01w,6,0,CON,34.0,34.0,1120.0,364.0,33.0,99.0,132.0,90.0,50.0,13.0,52.0,73.0,321.0,125.0,77.0,61.0,153.0,53.0,0.0,8.0,8.0,268.0,82.0,9.0,23.0,32.0,22.0,10.0,0.0,16.0,19.0,66.0,23.0,27.0,25.0,37.0,11.0,0.0,0.0
douglka01w,7,0,CON,32.0,32.0,998.0,351.0,45.0,85.0,130.0,94.0,48.0,4.0,54.0,57.0,288.0,119.0,106.0,82.0,110.0,31.0,0.0,8.0,8.0,278.0,96.0,12.0,25.0,37.0,18.0,11.0,1.0,8.0,17.0,67.0,31.0,29.0,19.0,38.0,15.0,0.0,0.0
douglka01w,8,0,CON,32.0,32.0,1003.0,525.0,38.0,83.0,121.0,79.0,62.0,4.0,73.0,48.0,404.0,179.0,112.0,94.0,173.0,73.0,0.0,4.0,4.0,125.0,48.0,6.0,9.0,15.0,10.0,4.0,1.0,11.0,1.0,45.0,18.0,5.0,4.0,27.0,8.0,0.0,1.0
douglka01w,9,0,IND,34.0,34.0,1133.0,577.0,49.0,109.0,158.0,125.0,65.0,10.0,95.0,67.0,484.0,207.0,122.0,95.0,201.0,68.0,0.0,3.0,3.0,114.0,52.0,6.0,10.0,16.0,10.0,10.0,0.0,15.0,7.0,52.0,18.0,9.0,8.0,28.0,8.0,0.0,0.0
douglka01w,10,0,IND,33.0,33.0,1134.0,516.0,41.0,94.0,135.0,106.0,53.0,11.0,100.0,54.0,458.0,170.0,149.0,119.0,176.0,57.0,0.0,3.0,3.0,93.0,22.0,1.0,6.0,7.0,7.0,4.0,2.0,10.0,7.0,22.0,7.0,10.0,7.0,8.0,1.0,0.0,0.0
duffyme01w,7,0,MIN,25.54,14.06,551.91,185.83,24.96,56.79,81.75,42.45,20.43,9.74,39.28,53.91,160.15,67.6,52.41,38.9,34.99,11.74,0.55,2.0,1.09,44.98,14.88,1.82,4.73,6.55,3.21,1.47,0.67,2.84,4.28,12.66,5.27,4.5,3.36,2.66,0.98,0.04,0.04
duffyme01w,8,0,MIN,31.0,0.0,387.0,105.0,10.0,19.0,29.0,36.0,9.0,0.0,24.0,37.0,92.0,33.0,39.0,27.0,37.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
duffyme01w,9,0,NYL,5.0,0.0,48.0,7.0,2.0,3.0,5.0,7.0,1.0,0.0,4.0,7.0,9.0,1.0,4.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dupreca01w,7,0,CHI,25.54,14.06,551.91,185.83,24.96,56.79,81.75,42.45,20.43,9.74,39.28,53.91,160.15,67.6,52.41,38.9,34.99,11.74,0.55,2.0,1.09,44.98,14.88,1.82,4.73,6.55,3.21,1.47,0.67,2.84,4.28,12.66,5.27,4.5,3.36,2.66,0.98,0.04,0.04
dupreca01w,8,0,CHI,34.0,31.0,1032.0,467.0,55.0,133.0,188.0,60.0,43.0,25.0,60.0,72.0,407.0,186.0,122.0,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dupreca01w,9,0,CHI,33.0,33.0,1078.0,544.0,79.0,175.0,254.0,46.0,29.0,41.0,81.0,82.0,471.0,210.0,160.0,124.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dupreca01w,10,0,CHI,34.0,34.0,1119.0,555.0,77.0,193.0,270.0,78.0,36.0,45.0,98.0,78.0,455.0,208.0,177.0,138.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dydekma01w,2,0,UTA,32.0,32.0,775.0,294.0,29.0,146.0,175.0,51.0,18.0,96.0,82.0,114.0,236.0,105.0,103.0,82.0,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dydekma01w,3,0,UTA,32.0,32.0,970.0,349.0,29.0,214.0,243.0,64.0,25.0,113.0,90.0,108.0,291.0,128.0,109.0,87.0,15.0,6.0,1.0,2.0,2.0,69.0,28.0,1.0,13.0,14.0,3.0,1.0,7.0,4.0,10.0,21.0,9.0,13.0,10.0,0.0,0.0,1.0,0.0
dydekma01w,4,0,SAS,30.0,27.0,876.0,394.0,52.0,210.0,262.0,71.0,25.0,107.0,96.0,99.0,319.0,139.0,135.0,114.0,8.0,2.0,2.0,5.0,5.0,171.0,60.0,3.0,41.0,44.0,12.0,1.0,17.0,16.0,17.0,55.0,22.0,15.0,13.0,5.0,3.0,0.0,0.0
dydekma01w,5,0,SAS,34.0,34.0,926.0,406.0,45.0,206.0,251.0,58.0,19.0,100.0,80.0,113.0,346.0,156.0,130.0,94.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dydekma01w,6,0,CON,34.0,24.0,682.0,225.0,30.0,138.0,168.0,60.0,20.0,48.0,64.0,70.0,208.0,90.0,58.0,44.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dydekma01w,7,0,CON,31.0,30.0,671.0,225.0,27.0,168.0,195.0,38.0,8.0,71.0,47.0,62.0,162.0,87.0,65.0,50.0,2.0,1.0,0.0,8.0,8.0,146.0,36.0,8.0,34.0,42.0,4.0,3.0,13.0,16.0,19.0,38.0,14.0,11.0,7.0,1.0,1.0,0.0,0.0
dydekma01w,8,0,CON,34.0,34.0,743.0,320.0,35.0,171.0,206.0,40.0,21.0,85.0,50.0,73.0,253.0,125.0,84.0,69.0,4.0,1.0,0.0,5.0,5.0,133.0,55.0,12.0,24.0,36.0,4.0,4.0,14.0,8.0,17.0,48.0,22.0,13.0,11.0,1.0,0.0,0.0,0.0
dydekma01w,9,0,LAS,32.0,30.0,643.0,214.0,37.0,172.0,209.0,31.0,12.0,66.0,51.0,75.0,187.0,91.0,38.0,30.0,5.0,2.0,1.0,3.0,3.0,80.0,21.0,3.0,16.0,19.0,2.0,0.0,8.0,3.0,4.0,25.0,10.0,2.0,0.0,2.0,1.0,0.0,0.0
edwarmi01w,2,0,SEA,20.0,13.0,455.0,131.0,7.0,27.0,34.0,40.0,14.0,5.0,38.0,29.0,143.0,51.0,35.0,23.0,32.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
edwarsi01w,2,0,SEA,29.0,7.0,645.0,216.0,38.0,69.0,107.0,22.0,16.0,10.0,45.0,57.0,182.0,83.0,80.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
edwarsi01w,3,0,SEA,32.0,27.0,810.0,237.0,67.0,90.0,157.0,26.0,24.0,20.0,37.0,54.0,190.0,91.0,83.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
edwarsi01w,4,0,SEA,32.0,5.0,694.0,223.0,46.0,95.0,141.0,19.0,21.0,12.0,44.0,66.0,158.0,84.0,73.0,54.0,1.0,1.0,0.0,2.0,0.0,31.0,4.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,4.0,8.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0
edwarsi01w,5,0,SEA,34.0,6.0,577.0,157.0,54.0,79.0,133.0,16.0,10.0,9.0,31.0,55.0,134.0,61.0,56.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
edwarsi01w,6,0,SEA,23.0,3.0,257.0,48.0,25.0,31.0,56.0,5.0,8.0,3.0,13.0,25.0,55.0,20.0,19.0,8.0,0.0,0.0,0.0,7.0,0.0,54.0,12.0,7.0,7.0,14.0,1.0,0.0,1.0,2.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
edwarte01w,4,0,MIN,26.12,15.6,604.13,208.08,28.55,61.69,90.24,47.04,23.71,11.16,42.62,55.83,178.36,75.29,57.52,43.31,41.07,14.19,0.53,1.78,1.11,44.72,16.41,2.01,4.64,6.66,3.96,1.6,0.72,2.72,3.83,13.91,6.03,4.09,3.11,3.47,1.23,0.02,0.05
edwarte01w,5,0,MIN,34.0,34.0,854.0,181.0,24.0,81.0,105.0,148.0,41.0,11.0,92.0,60.0,168.0,63.0,40.0,31.0,80.0,24.0,0.0,3.0,3.0,83.0,20.0,1.0,9.0,10.0,19.0,5.0,1.0,8.0,6.0,19.0,6.0,4.0,4.0,12.0,4.0,0.0,0.0
edwarto01w,2,2,CHA,32.0,32.0,926.0,338.0,19.0,57.0,76.0,58.0,36.0,9.0,63.0,80.0,298.0,112.0,101.0,79.0,114.0,35.0,2.0,2.0,2.0,61.0,17.0,1.0,5.0,6.0,5.0,4.0,0.0,2.0,8.0,20.0,5.0,6.0,4.0,13.0,3.0,0.0,0.0
edwarto01w,2,1,PHO,22.0,0.0,372.0,100.0,11.0,32.0,43.0,30.0,14.0,6.0,40.0,49.0,100.0,34.0,37.0,27.0,22.0,5.0,0.0,8.0,0.0,119.0,22.0,6.0,10.0,16.0,12.0,5.0,0.0,11.0,8.0,21.0,9.0,2.0,2.0,4.0,2.0,0.0,0.0
edwarto01w,3,0,CHA,10.0,9.0,208.0,94.0,5.0,14.0,19.0,18.0,5.0,1.0,22.0,30.0,71.0,26.0,47.0,37.0,14.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elysh01w,6,0,SAS,26.65,15.15,595.55,202.63,28.15,62.64,90.79,45.87,22.75,11.35,41.56,56.01,175.03,74.17,56.05,41.7,35.87,12.58,0.49,2.27,1.3,51.9,17.12,2.49,5.36,7.85,3.75,2.1,1.04,3.58,4.45,15.18,6.27,4.4,3.37,3.32,1.21,0.01,0.04
elysh01w,7,0,SAS,31.0,11.0,528.0,139.0,11.0,51.0,62.0,27.0,7.0,4.0,33.0,42.0,132.0,50.0,39.0,30.0,31.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elysh01w,8,0,SEA,12.0,1.0,136.0,41.0,5.0,26.0,31.0,10.0,2.0,0.0,13.0,17.0,44.0,12.0,26.0,15.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elysh01w,9,0,SEA,29.0,0.0,282.0,65.0,10.0,29.0,39.0,11.0,8.0,1.0,19.0,28.0,62.0,20.0,31.0,20.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elysh01w,10,0,CHI,34.0,1.0,389.0,113.0,30.0,60.0,90.0,16.0,12.0,5.0,29.0,56.0,115.0,47.0,24.0,15.0,11.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
enissh01w,2,0,CHA,12.0,9.0,323.0,139.0,21.0,24.0,45.0,10.0,10.0,1.0,16.0,30.0,104.0,41.0,60.0,46.0,32.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
enissh01w,3,0,CHA,32.0,11.0,623.0,191.0,48.0,65.0,113.0,14.0,10.0,5.0,36.0,60.0,158.0,66.0,63.0,45.0,31.0,14.0,0.0,8.0,0.0,101.0,34.0,6.0,9.0,15.0,4.0,2.0,1.0,7.0,16.0,22.0,11.0,12.0,9.0,4.0,3.0,0.0,0.0
enissh01w,4,0,CHA,4.0,0.0,59.0,19.0,6.0,3.0,9.0,3.0,1.0,2.0,1.0,4.0,18.0,5.0,9.0,9.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
erbsu01w,2,0,CHA,29.0,0.0,275.0,92.0,26.0,37.0,63.0,10.0,8.0,6.0,17.0,68.0,73.0,32.0,43.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erbsu01w,3,0,CHA,18.0,0.0,148.0,54.0,8.0,27.0,35.0,4.0,1.0,5.0,10.0,23.0,42.0,18.0,21.0,18.0,0.0,0.0,0.0,4.0,0.0,15.0,8.0,2.0,2.0,4.0,0.0,0.0,0.0,3.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
ervinla01w,10,0,CON,28.09,16.51,621.77,243.43,31.76,73.59,105.35,52.2,25.52,12.22,47.11,63.24,204.69,87.19,69.31,52.68,47.79,16.38,0.56,2.5,1.31,55.1,20.23,2.49,6.44,8.93,4.32,1.95,1.01,4.04,5.19,17.52,7.26,5.39,4.28,4.31,1.42,0.02,0.05
fallotr01w,2,0,PHO,27.47,15.65,612.86,211.84,30.0,62.37,92.37,47.2,24.88,10.88,46.06,62.03,178.46,77.47,60.54,44.63,37.18,12.27,0.68,1.69,0.94,39.12,12.03,2.0,4.03,6.03,2.86,1.51,0.62,2.58,3.48,10.52,4.54,2.79,2.14,2.45,0.81,0.03,0.02
farriba01w,2,0,DET,14.0,2.0,130.0,45.0,16.0,16.0,32.0,2.0,6.0,1.0,14.0,30.0,30.0,15.0,27.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
farriba01w,3,0,DET,31.0,10.0,559.0,129.0,41.0,68.0,109.0,16.0,7.0,5.0,30.0,68.0,98.0,46.0,58.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
farriba01w,4,0,DET,32.0,16.0,564.0,143.0,29.0,65.0,94.0,16.0,12.0,9.0,38.0,62.0,117.0,49.0,61.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
farriba01w,5,0,DET,34.0,0.0,522.0,127.0,29.0,53.0,82.0,23.0,10.0,4.0,41.0,62.0,99.0,43.0,63.0,41.0,0.0,0.0,0.0,8.0,0.0,133.0,31.0,8.0,12.0,20.0,4.0,1.0,0.0,10.0,14.0,25.0,10.0,17.0,11.0,1.0,0.0,0.0,0.0
farriba01w,6,0,DET,26.0,0.0,422.0,118.0,28.0,33.0,61.0,7.0,8.0,2.0,26.0,46.0,80.0,41.0,54.0,36.0,0.0,0.0,0.0,3.0,2.0,78.0,18.0,8.0,7.0,15.0,2.0,1.0,0.0,5.0,5.0,17.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0
farriba01w,7,0,NYL,34.0,1.0,444.0,83.0,31.0,53.0,84.0,19.0,8.0,1.0,43.0,55.0,73.0,25.0,54.0,33.0,0.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
farriba01w,8,0,NYL,34.0,34.0,944.0,261.0,56.0,122.0,178.0,51.0,21.0,5.0,65.0,105.0,221.0,95.0,98.0,71.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
farriba01w,9,0,PHO,28.0,0.0,237.0,53.0,16.0,27.0,43.0,13.0,6.0,1.0,19.0,32.0,58.0,20.0,16.0,13.0,0.0,0.0,0.0,3.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
farriba01w,10,0,DET,34.0,8.0,553.0,118.0,38.0,92.0,130.0,8.0,20.0,4.0,35.0,87.0,93.0,44.0,43.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feastal01w,2,0,CHA,32.0,0.0,469.0,202.0,36.0,49.0,85.0,33.0,23.0,2.0,35.0,47.0,167.0,60.0,72.0,60.0,85.0,22.0,0.0,4.0,0.0,44.0,15.0,3.0,6.0,9.0,3.0,2.0,1.0,5.0,11.0,16.0,5.0,2.0,2.0,13.0,3.0,0.0,0.0
feastal01w,3,0,CHA,32.0,32.0,1007.0,365.0,55.0,98.0,153.0,46.0,29.0,10.0,59.0,86.0,336.0,126.0,63.0,58.0,168.0,55.0,1.0,8.0,8.0,248.0,64.0,8.0,26.0,34.0,14.0,9.0,4.0,9.0,18.0,74.0,26.0,1.0,1.0,35.0,11.0,0.0,0.0
feastal01w,4,0,CHA,32.0,32.0,956.0,379.0,37.0,81.0,118.0,61.0,39.0,12.0,40.0,79.0,292.0,115.0,85.0,70.0,189.0,79.0,0.0,2.0,2.0,65.0,15.0,3.0,12.0,15.0,7.0,2.0,0.0,4.0,1.0,20.0,6.0,0.0,0.0,13.0,3.0,0.0,0.0
feastal01w,5,0,CHA,34.0,34.0,1096.0,422.0,37.0,76.0,113.0,73.0,52.0,9.0,72.0,75.0,378.0,142.0,78.0,66.0,205.0,72.0,0.0,2.0,2.0,63.0,21.0,2.0,3.0,5.0,1.0,2.0,0.0,0.0,5.0,20.0,7.0,4.0,3.0,10.0,4.0,0.0,0.0
feastal01w,6,0,CHA,33.0,32.0,1052.0,388.0,22.0,62.0,84.0,60.0,27.0,6.0,68.0,61.0,332.0,132.0,91.0,79.0,143.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feastal01w,7,0,CHA,21.0,21.0,666.0,192.0,9.0,28.0,37.0,51.0,14.0,2.0,38.0,52.0,162.0,61.0,39.0,33.0,86.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
feastal01w,9,0,IND,32.0,1.0,309.0,55.0,3.0,17.0,20.0,21.0,13.0,2.0,14.0,20.0,81.0,19.0,2.0,1.0,64.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
